Title ID	Timestamp
oreillytim	20230209212849
whenestimatingthewholeisdefinitelygreaterthanthesumofitsparts	20160503184217
davisalanm	20230209212848
movingtohighergroundhowjazzcanchangeyourlife	20230209224009
churchillwinston	20230221165107
siximpossiblethingsbeforebreakfast	20230221232840
dymondken	20230209212848
failuresoflargeprojects	20230211212047
delegationisaslipperyslope	20230215190343
donotplaceexcessivefaithinprojectandprogrammanagement	20160712164210
enormousextensionofourbeing	20230210243838
berkunscott	20230209212848
consideralternatives	20160505154035
hardtobeobjectiveaboutauditors	20230217233104
demarcotomandlistertimothy	20230209212848
empoweredmanagerpositivepoliticalskillsatwork	20230209224009
buildgreatteams	20160509001956
buckinghammarcusandcoffmancurt	20230209212848
justenoughdesignupfront	20160606174015
facklermartin	20230209212848
lessonsweshouldhavelearnedfromtheweb	20230213213621
fightingorganizationalfriction	20230213213940
kennedymichaeln	20230209212848
beckkentetal	20230209212848
adventuresofanitleader	20230209224009
watsonthomasjjr	20230213233206
heckelpaul	20230209212848
sourceofgreatdesign	20230222243259
stevejobsthelostinterview	20230209224009
dontmakemethinkacommonsenseapproachtowebusability2ndedition	20230209224009
marsaliswyntonandwardgeoffrey	20230209212849
formsofthework	20230224195928
badaraccojrjosephl	20230209212848
rieseric	20230209212849
modelmania	20230222241938
formatofequals	20230216191023
winningwithsoftwareanexecutivestrategy	20230209224009
thinkingfastandslow	20230209224009
softwaredevelopmentisaknowledgecreatingprocess	20230221211730
usingbothincrementalanditerativedevelopment	20230209224009
hammettdashiell	20230209212848
austinrobertdnolanrichardlandodonnellshannon	20230209212848
qualityrequiresextraeffort	20160614153509
peoplewareproductiveprojectsandteamssecondedition	20230209224009
loosecoupling	20160613161708
decreasefrictionincreaseflow	20160808154900
bulletedlistofrequirements	20230213180628
goodtasteofindividuals	20230216191535
mulallyalan	20230213220447
assimpleaspossible	20230213165051
initiation	20230209172459
craftaproductvision	20160505164846
lohrsteve	20230209212848
managersshouldknowwhatsgoingon	20230215185659
simplicityshiftinnovativedesigntacticsinacorporateworld	20230209224009
morganjamesmandlikerjeffreyk	20230209212849
glassrobertl	20230209212848
shareearlyandshareoften	20230213220811
gammaerichhelmrichardjohnsonralphandglissadesjohn	20230209212848
integrateenvironmentcreationintothedevelopmentprocess	20230221182321
agilesoftwaredevelopmentecosystems	20230209224009
weinberggerald	20230209212849
loppmichael	20230209212849
blockpeter	20230209212848
copyrights	20160815233226
adrenalinejunkiesandtemplatezombiesunderstandingpatternsofprojectbehavior	20230209224009
refactoringascontinuousimprovement	20230220243035
conceptualintegrity	20230217211458
elementsoffriendlysoftwaredesign	20230209224009
jobssteve	20230209212848
einsteinalbert	20230209212848
tamingtheemailmonster	20230213214638
powerofdiverseteams	20230215215107
stevejobssultimatelessonforcompanies	20230209224009
aestheticsofprogramming	20230221223327
yougetwhatyoudesignfor	20230218182219
theoryinpracticeincreasingprofessionaleffectiveness	20230209224009
insanelygreatthelifeandtimesofmacintoshthecomputerthatchangedeverything	20230209224009
controllingplansandcommitments	20230216240311
cmmioragilewhynotembraceboth	20230209224009
viscerallessoninwhatisimportant	20230220240052
bezosjeff	20230214200203
increasedeveloperengagement	20160531214816
startwithaworkingsimplesystem	20230220243921
simplethingsshouldbesimple	20230213171356
reevesjackw	20230209212849
leadership	20230209172459
remainopentofreshlearning	20160505162157
americanpsychologicalassociation	20230209212848
justenoughrequirementsmanagementwheresoftwaredevelopmentmeetsmarketing	20230209224009
